company,industry,region,lead_source,job_title,current_plan,employees,annual_revenue_musd,trial_users,pricing_page_visits,daily_active_users,invited_teammates,webinar_attended,support_tickets,days_since_signup,email_opens,product_sessions,feature_events,buying_intent_score,icp_match_score,converted
Cybersecurity Co 2166,Cybersecurity,LATAM,Referral,C-Level,Free Trial,20,0.72,21,79,19,7,1,5,283,4,65,140,33,9,1
EdTech Co 2167,EdTech,Middle East,Paid Ads,Individual Contributor,Free Trial,3090,51.53,44,46,33,2,0,1,49,30,54,72,49,35,0
Manufacturing Co 2168,Manufacturing,India,Referral,VP,Enterprise,11,0.26,26,2,12,7,0,1,7,0,0,80,21,44,0
EdTech Co 2169,EdTech,Middle East,Referral,C-Level,Enterprise,196,1.91,3,88,2,12,0,3,246,29,93,166,40,93,1
EdTech Co 2170,EdTech,APAC,Partner,Individual Contributor,Starter,298,5.27,0,4,5,13,1,8,11,14,32,37,30,50,0
SaaS Co 2171,SaaS,Europe,Webinar,VP,Starter,624,19.97,36,36,12,10,0,6,104,28,29,31,93,19,1
Cybersecurity Co 2172,Cybersecurity,APAC,Email Campaign,Individual Contributor,Free Trial,52,1.61,39,15,37,14,1,1,134,13,112,47,30,52,0
Manufacturing Co 2173,Manufacturing,North America,Referral,VP,Starter,1010,11.22,46,2,35,1,1,4,309,32,82,61,84,100,1
E-commerce Co 2174,E-commerce,Middle East,Conference,C-Level,Growth,142,2.03,23,80,21,12,1,2,299,20,37,210,23,52,0
FinTech Co 2175,FinTech,Europe,Conference,Director,Enterprise,6,0.23,51,43,15,6,1,6,376,37,121,135,26,47,0
EdTech Co 2176,EdTech,LATAM,Webinar,Individual Contributor,Enterprise,7,0.07,52,11,9,1,0,4,377,11,67,166,68,81,0
Healthcare Co 2177,Healthcare,Middle East,Email Campaign,Director,Enterprise,803,27.54,47,84,12,10,0,5,6,35,94,169,77,77,0
SaaS Co 2178,SaaS,LATAM,LinkedIn,Director,Growth,97,2.81,9,61,14,3,0,2,67,33,79,112,49,42,0
EdTech Co 2179,EdTech,India,Conference,Manager,Free Trial,34,0.52,6,45,4,10,1,8,284,21,7,149,46,92,0
Cybersecurity Co 2180,Cybersecurity,Middle East,Email Campaign,Individual Contributor,Starter,206,5.51,29,77,18,8,0,3,57,15,17,190,50,18,0
E-commerce Co 2181,E-commerce,Middle East,Organic Search,C-Level,Starter,63,0.73,46,84,19,5,1,4,97,38,52,108,32,88,0
EdTech Co 2182,EdTech,APAC,Webinar,C-Level,Growth,28,0.75,30,15,15,17,0,3,169,36,102,105,20,9,1
Manufacturing Co 2183,Manufacturing,APAC,Paid Ads,VP,Free Trial,36,1.08,5,75,8,4,0,4,89,10,3,83,82,59,0
E-commerce Co 2184,E-commerce,India,Partner,Individual Contributor,Free Trial,121,4.76,2,10,9,10,0,7,335,37,29,138,12,25,0
SaaS Co 2185,SaaS,Middle East,Organic Search,Director,Growth,50,1.09,19,12,15,5,0,4,116,28,87,140,63,71,0
EdTech Co 2186,EdTech,APAC,Webinar,Individual Contributor,Growth,2170,60.22,36,69,7,16,0,1,287,37,75,80,67,32,0
E-commerce Co 2187,E-commerce,LATAM,LinkedIn,C-Level,Starter,17,0.41,40,42,7,9,0,3,72,32,38,107,52,30,1
SaaS Co 2188,SaaS,LATAM,Webinar,Individual Contributor,Free Trial,1768,69.42,10,33,9,6,1,5,383,17,113,179,21,38,0
Manufacturing Co 2189,Manufacturing,LATAM,Partner,VP,Starter,304,8.71,44,87,25,10,0,4,48,33,32,178,98,76,0
FinTech Co 2190,FinTech,Middle East,Paid Ads,Manager,Starter,540,17.38,29,38,0,13,1,7,75,38,113,136,7,53,0
EdTech Co 2191,EdTech,APAC,LinkedIn,VP,Growth,1237,44.97,7,6,14,3,1,0,87,25,94,97,39,87,0
EdTech Co 2192,EdTech,India,Email Campaign,Director,Starter,475,16.49,36,78,28,3,1,2,348,8,69,129,19,35,0
EdTech Co 2193,EdTech,India,Webinar,C-Level,Growth,88,1.57,9,79,7,11,0,9,27,28,93,217,23,88,0
Cybersecurity Co 2194,Cybersecurity,India,Paid Ads,VP,Starter,168,1.36,5,51,13,1,0,9,212,13,30,46,5,88,0
Manufacturing Co 2195,Manufacturing,North America,Partner,VP,Free Trial,35,0.51,5,86,0,8,0,8,112,13,125,127,63,91,0
E-commerce Co 2196,E-commerce,Middle East,LinkedIn,Director,Starter,645,6.39,25,57,21,16,1,3,213,27,49,51,35,73,0
E-commerce Co 2197,E-commerce,Europe,Partner,Director,Enterprise,99,1.62,46,5,9,2,0,8,18,33,119,52,58,27,0
FinTech Co 2198,FinTech,LATAM,Email Campaign,Director,Starter,999,20.59,50,58,8,3,0,8,129,4,18,24,100,94,0
RealEstate Co 2199,Real Estate,LATAM,Organic Search,C-Level,Starter,121,1.25,55,46,12,15,0,6,67,29,109,62,58,50,0
Cybersecurity Co 2200,Cybersecurity,North America,Email Campaign,Director,Free Trial,49,0.4,10,88,1,5,0,2,198,30,42,125,58,66,0
FinTech Co 2201,FinTech,North America,LinkedIn,Manager,Enterprise,3094,119.54,17,83,20,11,1,5,201,26,7,176,27,90,1
Healthcare Co 2202,Healthcare,APAC,Partner,Director,Starter,54,2.01,1,15,6,1,0,6,330,29,111,35,8,51,0
Manufacturing Co 2203,Manufacturing,LATAM,Organic Search,Manager,Starter,113,4.4,51,14,2,14,0,9,278,6,106,195,39,44,0
SaaS Co 2204,SaaS,Europe,Paid Ads,Manager,Free Trial,448,15.26,9,37,7,15,0,4,45,11,39,87,91,6,0
Healthcare Co 2205,Healthcare,APAC,Referral,Individual Contributor,Free Trial,1120,39.72,41,52,9,2,1,5,360,23,123,128,44,96,0
SaaS Co 2206,SaaS,Europe,Email Campaign,Manager,Free Trial,79,3.06,10,21,7,6,0,2,81,38,83,38,78,32,0
Manufacturing Co 2207,Manufacturing,Middle East,Webinar,Manager,Starter,1214,34.41,30,66,16,4,0,9,237,33,15,13,50,79,0
FinTech Co 2208,FinTech,LATAM,Conference,VP,Growth,97,1.39,4,4,5,14,0,7,51,8,94,61,30,12,0
RealEstate Co 2209,Real Estate,APAC,Paid Ads,Manager,Free Trial,17,0.19,14,70,16,2,0,0,56,15,112,125,26,8,0
FinTech Co 2210,FinTech,North America,Organic Search,VP,Enterprise,29,0.72,42,32,6,7,0,7,397,33,101,86,27,87,0
Manufacturing Co 2211,Manufacturing,India,LinkedIn,Manager,Free Trial,894,11.13,16,83,9,6,1,5,100,10,104,96,71,98,0
FinTech Co 2212,FinTech,North America,Webinar,Director,Starter,647,5.76,17,83,9,0,0,7,326,4,103,106,46,88,1
Manufacturing Co 2213,Manufacturing,LATAM,Partner,Director,Enterprise,177,2.79,55,35,21,12,1,4,132,16,65,51,74,6,0
RealEstate Co 2214,Real Estate,LATAM,Email Campaign,Individual Contributor,Free Trial,1724,16.47,42,26,19,11,0,9,179,30,5,110,99,16,0
EdTech Co 2215,EdTech,India,Webinar,C-Level,Starter,978,37,37,39,0,12,0,0,391,6,19,127,43,84,0
SaaS Co 2216,SaaS,India,Email Campaign,Director,Starter,52,0.56,9,33,10,15,0,1,217,35,14,115,81,74,0
FinTech Co 2217,FinTech,APAC,Partner,Individual Contributor,Starter,30,1.16,17,67,9,0,0,6,200,18,128,134,77,57,0
Manufacturing Co 2218,Manufacturing,LATAM,Paid Ads,Individual Contributor,Starter,188,3.9,4,24,0,10,0,1,186,30,71,149,55,12,0
Healthcare Co 2219,Healthcare,APAC,Email Campaign,Manager,Enterprise,28,1.01,47,84,20,8,0,0,249,2,16,40,15,71,0
EdTech Co 2220,EdTech,Europe,Organic Search,VP,Growth,230,2.48,14,82,22,5,0,1,229,36,50,219,73,84,1
RealEstate Co 2221,Real Estate,North America,Referral,VP,Growth,70,1.19,12,28,6,4,0,4,159,17,64,58,27,26,0
FinTech Co 2222,FinTech,Europe,Webinar,C-Level,Growth,171,4.28,20,25,22,1,1,5,87,14,83,10,17,26,1
Cybersecurity Co 2223,Cybersecurity,LATAM,Webinar,VP,Free Trial,3344,117.11,9,73,5,1,0,6,246,2,27,129,20,52,0
Healthcare Co 2224,Healthcare,India,LinkedIn,VP,Free Trial,2954,61.03,45,77,20,15,1,0,10,38,27,40,80,52,1
SaaS Co 2225,SaaS,APAC,LinkedIn,C-Level,Growth,52,1.16,39,45,32,2,0,1,373,6,47,101,77,32,1
E-commerce Co 2226,E-commerce,LATAM,Paid Ads,Manager,Growth,2949,44.5,16,16,20,12,1,2,274,24,115,162,77,30,0
SaaS Co 2227,SaaS,North America,Email Campaign,VP,Enterprise,7,0.15,10,0,12,4,1,4,303,3,52,4,38,85,0
Healthcare Co 2228,Healthcare,APAC,Partner,Individual Contributor,Starter,2406,52.36,55,72,14,5,1,1,350,31,4,11,68,55,0
Manufacturing Co 2229,Manufacturing,North America,Webinar,VP,Free Trial,184,5.15,49,90,15,10,0,3,132,5,63,75,92,47,0
E-commerce Co 2230,E-commerce,India,Webinar,Manager,Free Trial,112,2.42,19,49,15,9,0,6,261,8,47,10,15,37,0
Cybersecurity Co 2231,Cybersecurity,Europe,Partner,Manager,Free Trial,9,0.25,41,61,28,18,0,9,48,4,83,186,58,91,1
Cybersecurity Co 2232,Cybersecurity,Europe,LinkedIn,VP,Growth,58,0.79,41,86,5,5,0,3,248,18,58,120,70,39,1
FinTech Co 2233,FinTech,Europe,Organic Search,VP,Enterprise,168,2.35,54,39,33,4,1,5,88,4,93,187,64,94,1
FinTech Co 2234,FinTech,Middle East,Email Campaign,Director,Starter,64,2.03,31,27,36,7,0,8,352,11,128,121,63,45,0
E-commerce Co 2235,E-commerce,LATAM,LinkedIn,Director,Free Trial,352,8.48,30,49,38,11,0,7,274,30,76,207,72,74,0
Cybersecurity Co 2236,Cybersecurity,Middle East,Referral,Manager,Growth,302,4.16,0,19,0,8,0,7,271,23,10,86,93,22,0
E-commerce Co 2237,E-commerce,India,Email Campaign,VP,Free Trial,437,12.8,8,72,8,17,0,5,173,31,47,20,74,91,0
Cybersecurity Co 2238,Cybersecurity,APAC,Paid Ads,VP,Enterprise,74,2.47,25,23,0,15,1,8,204,15,101,44,79,96,1
SaaS Co 2239,SaaS,India,Webinar,VP,Enterprise,1327,11.51,31,46,14,11,0,2,86,34,88,156,32,37,1
E-commerce Co 2240,E-commerce,APAC,LinkedIn,Director,Free Trial,1175,36.75,29,34,8,10,1,0,169,25,29,136,23,49,0
RealEstate Co 2241,Real Estate,India,Referral,VP,Starter,7,0.16,8,32,1,16,0,4,29,23,33,139,22,70,0
Manufacturing Co 2242,Manufacturing,India,Paid Ads,Director,Growth,32,1.21,23,7,24,14,1,6,108,12,113,93,60,42,0
RealEstate Co 2243,Real Estate,Europe,Conference,C-Level,Free Trial,41,1.48,11,5,13,13,0,0,286,27,130,89,50,64,0
RealEstate Co 2244,Real Estate,India,Organic Search,VP,Enterprise,82,1.54,43,62,4,17,0,5,260,28,75,115,15,100,0
E-commerce Co 2245,E-commerce,LATAM,LinkedIn,Manager,Starter,598,19.8,47,14,1,14,1,4,125,5,18,99,97,7,0
E-commerce Co 2246,E-commerce,Europe,Organic Search,Manager,Enterprise,24,0.53,30,88,15,10,0,4,243,21,130,120,98,59,0
EdTech Co 2247,EdTech,North America,Referral,VP,Growth,740,25.12,48,14,34,11,0,0,190,12,92,101,16,87,1
FinTech Co 2248,FinTech,APAC,Paid Ads,Director,Growth,99,1.84,36,29,15,1,1,8,281,33,9,208,13,25,0
SaaS Co 2249,SaaS,India,Partner,Director,Free Trial,1558,46.63,18,59,20,16,0,4,320,38,3,14,38,17,0
RealEstate Co 2250,Real Estate,LATAM,Paid Ads,Manager,Free Trial,2389,45.74,24,28,32,4,1,8,187,18,87,68,71,72,0
E-commerce Co 2251,E-commerce,Middle East,Email Campaign,C-Level,Growth,147,2.42,52,1,24,18,0,2,209,2,106,108,61,48,0
Cybersecurity Co 2252,Cybersecurity,India,LinkedIn,Director,Free Trial,79,1.63,2,24,4,3,1,7,250,9,42,147,61,20,0
FinTech Co 2253,FinTech,India,LinkedIn,C-Level,Free Trial,1766,67.49,44,41,7,6,1,9,27,22,30,97,75,65,1
SaaS Co 2254,SaaS,LATAM,Partner,Manager,Enterprise,301,7.44,32,38,36,9,0,6,109,25,46,148,64,36,0
SaaS Co 2255,SaaS,LATAM,Organic Search,Director,Free Trial,12,0.45,21,16,5,7,1,8,192,30,100,4,46,47,1
Healthcare Co 2256,Healthcare,Middle East,LinkedIn,Individual Contributor,Growth,5,0.09,5,7,12,6,0,2,394,2,125,93,15,43,0
FinTech Co 2257,FinTech,Middle East,Email Campaign,Director,Enterprise,104,2.42,51,20,3,4,0,1,117,4,108,15,75,84,0
Healthcare Co 2258,Healthcare,APAC,Partner,C-Level,Free Trial,2491,26.26,29,63,19,13,0,8,289,8,55,157,86,80,1
SaaS Co 2259,SaaS,APAC,Webinar,Manager,Enterprise,418,5.6,16,0,18,1,0,4,107,30,129,46,83,47,1
Manufacturing Co 2260,Manufacturing,Middle East,Webinar,Manager,Enterprise,711,27.06,7,46,9,0,0,8,12,10,98,140,39,53,0
SaaS Co 2261,SaaS,Europe,Referral,C-Level,Starter,53,1.19,7,73,14,7,0,6,47,34,43,142,95,27,1
Manufacturing Co 2262,Manufacturing,Europe,Organic Search,Manager,Free Trial,404,11.35,5,41,5,11,0,6,189,18,49,51,92,42,0
RealEstate Co 2263,Real Estate,LATAM,Webinar,Manager,Growth,1888,56.59,13,13,2,10,1,8,314,35,33,140,97,15,0
SaaS Co 2264,SaaS,LATAM,Referral,C-Level,Enterprise,279,8.96,24,66,0,8,1,2,236,6,109,100,33,12,1
Healthcare Co 2265,Healthcare,Europe,Organic Search,Director,Free Trial,717,20.47,4,81,4,10,0,1,324,19,101,120,21,50,0
FinTech Co 2266,FinTech,LATAM,LinkedIn,Director,Starter,9,0.18,47,43,33,9,1,8,266,35,96,84,70,27,1
Cybersecurity Co 2267,Cybersecurity,India,Conference,Manager,Starter,195,5.57,21,86,17,10,0,3,108,15,40,147,28,77,0
SaaS Co 2268,SaaS,India,Email Campaign,Individual Contributor,Growth,1731,20.27,50,53,6,17,0,3,170,29,76,140,45,60,0
E-commerce Co 2269,E-commerce,LATAM,LinkedIn,C-Level,Growth,12,0.45,13,33,10,16,0,4,260,16,67,91,89,92,0
RealEstate Co 2270,Real Estate,North America,LinkedIn,Director,Growth,759,14.15,11,11,19,14,0,1,271,35,17,47,56,52,0
SaaS Co 2271,SaaS,Europe,Referral,Director,Starter,1010,9.78,20,19,11,4,1,5,283,36,86,205,48,59,1
RealEstate Co 2272,Real Estate,Europe,Email Campaign,Director,Growth,690,9.37,19,39,15,17,0,5,142,2,98,197,52,19,0
Healthcare Co 2273,Healthcare,India,Partner,C-Level,Growth,1244,16.96,17,72,0,10,0,5,274,21,27,133,60,45,0
SaaS Co 2274,SaaS,LATAM,LinkedIn,Manager,Starter,1560,26.26,39,74,1,14,1,0,239,15,34,69,52,8,1
RealEstate Co 2275,Real Estate,Middle East,Paid Ads,Director,Free Trial,25,0.51,22,55,29,15,1,4,391,9,113,124,19,68,0
FinTech Co 2276,FinTech,India,Email Campaign,VP,Growth,946,19.13,50,89,20,6,0,2,96,8,99,109,66,62,1
EdTech Co 2277,EdTech,North America,LinkedIn,Manager,Free Trial,1162,39.38,10,71,7,5,1,5,23,32,25,155,49,97,1
Healthcare Co 2278,Healthcare,India,Conference,Manager,Free Trial,16,0.43,24,32,28,15,0,1,335,10,99,149,16,42,0
Healthcare Co 2279,Healthcare,North America,Paid Ads,C-Level,Free Trial,1132,32.9,38,84,5,4,0,8,347,32,14,210,93,6,0
FinTech Co 2280,FinTech,North America,LinkedIn,C-Level,Enterprise,83,1.11,39,62,35,18,1,4,242,35,48,28,45,42,1
FinTech Co 2281,FinTech,APAC,Paid Ads,VP,Starter,168,2.67,49,46,12,4,1,8,202,0,63,30,33,17,0
Healthcare Co 2282,Healthcare,Europe,Referral,Manager,Free Trial,2702,22.24,10,59,5,4,0,8,225,14,56,156,10,88,1
Healthcare Co 2283,Healthcare,APAC,LinkedIn,Manager,Growth,56,1.47,50,28,26,18,1,7,299,8,24,39,43,14,0
RealEstate Co 2284,Real Estate,India,Email Campaign,VP,Growth,84,2.64,13,85,0,5,1,2,184,27,16,169,15,74,0
FinTech Co 2285,FinTech,North America,Organic Search,Manager,Starter,31,0.78,30,61,23,5,1,5,184,14,12,137,14,81,1
E-commerce Co 2286,E-commerce,LATAM,Conference,Individual Contributor,Free Trial,32,0.29,31,89,30,7,1,8,344,4,2,50,38,66,0
E-commerce Co 2287,E-commerce,LATAM,Partner,VP,Enterprise,5,0.07,43,14,40,4,0,1,365,0,63,99,95,66,0
SaaS Co 2288,SaaS,Middle East,Organic Search,C-Level,Free Trial,29,0.86,18,19,0,11,0,6,266,6,71,4,97,44,1
EdTech Co 2289,EdTech,North America,Referral,Individual Contributor,Starter,8,0.15,36,84,27,1,0,6,240,10,129,74,25,50,1
FinTech Co 2290,FinTech,APAC,LinkedIn,Director,Enterprise,3323,117.98,13,2,18,7,1,5,240,17,40,69,40,36,1
FinTech Co 2291,FinTech,North America,Paid Ads,VP,Starter,143,2.28,37,84,6,15,0,9,142,9,62,132,40,90,0
Cybersecurity Co 2292,Cybersecurity,Europe,Partner,Director,Starter,1867,69.82,32,34,6,12,1,0,55,8,82,25,31,24,0
E-commerce Co 2293,E-commerce,North America,Email Campaign,Director,Free Trial,788,30.47,17,79,4,3,1,1,55,21,37,23,91,34,0
SaaS Co 2294,SaaS,LATAM,Email Campaign,Director,Growth,119,1.62,6,6,6,10,0,6,28,21,104,86,8,8,0
Cybersecurity Co 2295,Cybersecurity,Europe,Email Campaign,Individual Contributor,Enterprise,11,0.17,47,13,16,9,0,3,359,10,65,25,95,6,0
RealEstate Co 2296,Real Estate,India,Paid Ads,C-Level,Growth,2272,21.96,1,2,0,2,1,5,184,34,58,25,65,17,0
SaaS Co 2297,SaaS,LATAM,Conference,VP,Enterprise,8,0.18,13,72,10,7,1,9,335,33,122,128,17,32,0
Cybersecurity Co 2298,Cybersecurity,APAC,LinkedIn,VP,Free Trial,28,0.74,19,54,15,15,0,8,130,1,72,144,37,48,1
Healthcare Co 2299,Healthcare,LATAM,Organic Search,Individual Contributor,Growth,79,1.07,23,64,27,14,0,7,221,6,43,71,23,72,0
EdTech Co 2300,EdTech,Middle East,LinkedIn,VP,Free Trial,37,0.58,27,85,13,3,0,7,60,9,44,167,85,93,1
SaaS Co 2301,SaaS,Middle East,Conference,Individual Contributor,Starter,25,0.76,6,42,4,9,0,6,208,9,27,42,44,95,0
RealEstate Co 2302,Real Estate,North America,Referral,Manager,Starter,42,1.46,48,19,12,6,0,8,117,28,41,204,21,63,0
Cybersecurity Co 2303,Cybersecurity,India,Webinar,Individual Contributor,Growth,92,2.24,45,5,36,18,1,8,41,10,34,200,76,96,1
RealEstate Co 2304,Real Estate,India,Conference,Individual Contributor,Starter,11,0.38,25,45,28,9,0,6,258,2,125,140,49,16,0
EdTech Co 2305,EdTech,APAC,Paid Ads,VP,Free Trial,31,0.57,25,55,1,4,0,7,318,38,121,145,28,41,0
Manufacturing Co 2306,Manufacturing,APAC,Conference,Manager,Enterprise,391,7.08,24,41,14,13,1,1,35,30,66,6,55,50,0
EdTech Co 2307,EdTech,LATAM,Organic Search,Director,Growth,549,13.72,54,36,38,16,0,5,311,0,34,71,63,47,0
SaaS Co 2308,SaaS,Europe,Referral,Director,Free Trial,27,0.22,32,31,10,6,1,7,155,25,90,23,8,61,1
EdTech Co 2309,EdTech,India,Referral,Director,Free Trial,735,18.69,46,49,34,14,1,3,11,26,124,198,83,28,1
Manufacturing Co 2310,Manufacturing,Europe,Partner,Director,Growth,1517,39.79,14,65,13,12,0,5,45,15,127,62,73,82,0
Cybersecurity Co 2311,Cybersecurity,LATAM,LinkedIn,Individual Contributor,Growth,2592,41.06,10,29,3,18,1,6,229,21,63,65,6,87,0
EdTech Co 2312,EdTech,Middle East,Conference,C-Level,Free Trial,393,10.55,34,9,12,3,0,6,367,17,94,194,90,22,0
E-commerce Co 2313,E-commerce,North America,Organic Search,Individual Contributor,Enterprise,82,2.14,49,48,24,8,0,2,295,30,128,107,96,78,0
E-commerce Co 2314,E-commerce,North America,Webinar,Director,Free Trial,56,0.8,33,15,2,10,1,8,308,15,107,56,15,31,0
SaaS Co 2315,SaaS,North America,Webinar,VP,Starter,52,0.77,35,85,13,0,0,7,268,20,1,90,29,30,1
RealEstate Co 2316,Real Estate,Europe,Conference,VP,Starter,246,2.43,31,19,35,3,0,7,326,31,33,135,92,18,0
EdTech Co 2317,EdTech,India,Conference,VP,Growth,91,0.94,27,7,26,4,1,2,21,8,124,188,83,85,0
E-commerce Co 2318,E-commerce,North America,Paid Ads,Director,Free Trial,22,0.82,39,20,22,16,0,2,59,20,129,52,98,37,0
FinTech Co 2319,FinTech,LATAM,Email Campaign,Director,Starter,578,22.47,27,76,34,18,1,2,61,23,33,15,37,40,0
Cybersecurity Co 2320,Cybersecurity,Europe,Conference,Director,Free Trial,1274,37.31,6,10,3,13,1,4,222,21,63,204,97,17,1
Manufacturing Co 2321,Manufacturing,Europe,LinkedIn,Manager,Growth,1504,20.18,35,28,17,0,0,5,344,15,72,18,79,97,0
Healthcare Co 2322,Healthcare,India,LinkedIn,C-Level,Enterprise,369,14.72,15,41,1,10,0,9,271,16,127,178,34,65,0
Manufacturing Co 2323,Manufacturing,India,Partner,VP,Enterprise,7,0.07,23,5,18,5,0,9,172,36,14,72,30,9,0
RealEstate Co 2324,Real Estate,LATAM,Referral,VP,Free Trial,78,2.59,12,11,4,11,0,2,27,36,25,12,23,46,0
SaaS Co 2325,SaaS,Middle East,Partner,VP,Starter,5,0.05,24,79,3,2,0,8,350,16,89,122,91,98,1
FinTech Co 2326,FinTech,India,Conference,VP,Enterprise,1269,12.18,24,69,12,7,0,6,204,13,84,134,100,54,0
E-commerce Co 2327,E-commerce,North America,Paid Ads,C-Level,Growth,194,6.28,4,70,8,4,0,5,138,4,117,4,33,53,0
E-commerce Co 2328,E-commerce,Europe,Referral,Director,Growth,58,1.19,34,86,8,13,1,3,232,16,31,101,70,52,1
Healthcare Co 2329,Healthcare,APAC,Conference,Manager,Growth,1566,25.72,19,16,2,7,0,0,318,3,11,177,79,71,0
Manufacturing Co 2330,Manufacturing,Europe,Webinar,C-Level,Growth,375,5.95,6,17,10,18,0,3,341,0,11,198,41,48,0
Manufacturing Co 2331,Manufacturing,LATAM,Conference,C-Level,Growth,17,0.54,2,72,8,13,1,2,6,10,28,191,65,61,0
E-commerce Co 2332,E-commerce,Middle East,Partner,Manager,Growth,7,0.27,26,45,16,2,0,0,194,21,71,57,80,89,0
E-commerce Co 2333,E-commerce,Europe,Email Campaign,VP,Growth,321,7.18,0,3,4,18,0,3,349,20,84,209,18,88,0
SaaS Co 2334,SaaS,APAC,Organic Search,Manager,Enterprise,18,0.18,8,6,11,17,0,2,376,26,117,161,56,58,0
Manufacturing Co 2335,Manufacturing,Middle East,Partner,C-Level,Enterprise,5,0.07,18,8,5,8,1,5,220,12,117,175,67,89,0
SaaS Co 2336,SaaS,APAC,Webinar,C-Level,Enterprise,1606,41.58,9,83,15,16,0,7,307,13,6,112,52,5,1
Cybersecurity Co 2337,Cybersecurity,India,Organic Search,Manager,Starter,12,0.11,7,58,10,8,0,4,41,35,123,165,68,68,0
EdTech Co 2338,EdTech,India,Email Campaign,Individual Contributor,Starter,131,2.88,19,58,21,1,0,8,114,34,1,13,62,9,0
Healthcare Co 2339,Healthcare,APAC,Conference,Manager,Starter,1057,26.88,52,37,32,14,0,4,281,25,65,90,54,9,0
SaaS Co 2340,SaaS,North America,Organic Search,Individual Contributor,Growth,442,7.99,45,66,34,7,0,7,171,23,82,47,53,9,1
SaaS Co 2341,SaaS,North America,Partner,C-Level,Enterprise,154,4.16,11,62,17,10,1,2,367,25,20,85,65,84,1
Cybersecurity Co 2342,Cybersecurity,APAC,Partner,Manager,Enterprise,1921,40.87,9,65,11,17,1,0,366,3,78,129,43,64,1
RealEstate Co 2343,Real Estate,North America,Conference,Director,Enterprise,43,0.79,18,25,14,11,0,0,222,21,111,88,47,82,0
EdTech Co 2344,EdTech,APAC,Referral,Manager,Enterprise,1278,49.17,8,40,6,18,0,6,168,8,26,46,63,41,0
RealEstate Co 2345,Real Estate,LATAM,Paid Ads,Manager,Starter,75,2.09,41,31,31,15,0,1,44,38,127,130,65,8,0
Manufacturing Co 2346,Manufacturing,North America,Webinar,VP,Growth,220,8.5,3,44,8,18,0,6,162,26,13,54,49,27,0
RealEstate Co 2347,Real Estate,APAC,Organic Search,C-Level,Free Trial,792,18.21,48,57,22,1,0,1,117,3,30,152,39,89,0
E-commerce Co 2348,E-commerce,Europe,LinkedIn,VP,Enterprise,104,2.88,34,85,7,9,0,3,327,13,102,88,35,9,1
Cybersecurity Co 2349,Cybersecurity,APAC,Conference,Manager,Free Trial,520,6.88,9,9,10,4,1,4,138,33,123,28,94,46,0
FinTech Co 2350,FinTech,APAC,Paid Ads,Director,Enterprise,268,8.19,55,24,7,3,0,0,168,7,28,37,67,14,0
Healthcare Co 2351,Healthcare,North America,Referral,Individual Contributor,Free Trial,71,2.76,55,68,10,18,0,2,111,1,34,19,54,92,0
E-commerce Co 2352,E-commerce,India,Paid Ads,C-Level,Starter,1101,31.11,26,61,14,3,0,1,286,0,27,84,30,56,0
EdTech Co 2353,EdTech,Middle East,Paid Ads,Manager,Free Trial,17,0.3,35,13,20,4,0,0,35,5,80,90,59,77,0
SaaS Co 2354,SaaS,Europe,Email Campaign,C-Level,Free Trial,19,0.67,12,35,16,6,1,6,325,33,93,58,27,69,0
Cybersecurity Co 2355,Cybersecurity,Europe,Partner,VP,Enterprise,1277,49.75,11,77,0,3,1,2,159,21,48,118,37,26,1
SaaS Co 2356,SaaS,India,LinkedIn,VP,Starter,6,0.15,49,33,27,11,0,3,11,7,56,41,28,68,1
EdTech Co 2357,EdTech,Europe,Webinar,VP,Growth,6,0.23,42,36,22,6,0,8,228,18,40,153,39,92,0
FinTech Co 2358,FinTech,India,Organic Search,VP,Enterprise,55,1.57,31,53,39,0,1,8,222,12,49,219,34,57,1
EdTech Co 2359,EdTech,Europe,LinkedIn,Manager,Growth,30,1.14,34,39,11,8,0,9,69,37,22,13,91,39,0
EdTech Co 2360,EdTech,India,Partner,VP,Growth,283,8.85,43,22,1,15,0,2,366,9,106,153,67,10,0
RealEstate Co 2361,Real Estate,Europe,Paid Ads,Manager,Enterprise,1532,52.51,24,28,19,0,1,8,201,8,34,110,31,77,0
FinTech Co 2362,FinTech,APAC,Conference,Director,Growth,160,1.31,15,19,17,2,1,7,233,18,53,192,72,12,0
EdTech Co 2363,EdTech,APAC,Organic Search,Manager,Growth,10,0.26,18,69,11,8,0,0,289,36,42,208,41,10,0
E-commerce Co 2364,E-commerce,India,Partner,VP,Enterprise,2947,72.12,0,36,2,1,1,9,303,16,120,30,90,14,0
Cybersecurity Co 2365,Cybersecurity,Middle East,Referral,Individual Contributor,Free Trial,46,1.09,52,31,3,16,0,9,43,27,111,159,55,79,0
FinTech Co 2366,FinTech,LATAM,Email Campaign,Director,Growth,42,0.85,43,33,32,6,0,6,17,17,124,78,64,21,0
E-commerce Co 2367,E-commerce,LATAM,Partner,Manager,Starter,12,0.42,12,76,1,10,0,2,350,3,90,152,32,90,0
Manufacturing Co 2368,Manufacturing,North America,Partner,VP,Starter,490,11.75,17,39,21,15,0,9,302,23,107,22,36,64,0
EdTech Co 2369,EdTech,Europe,Paid Ads,VP,Starter,434,7.95,44,0,2,12,0,7,161,31,9,67,69,91,0
EdTech Co 2370,EdTech,North America,Partner,C-Level,Starter,286,2.84,40,45,40,7,0,9,306,27,6,207,48,48,1
